GrantNum,GrantDate,GrantAmt,Status,Institute ID,Institution,State,Latitude,Longitude,PayeeAddress1,PayeeAddress2,PayeeCityStZip,PayeeZip,PayeeCountry,Region,Program
20182078,7/17/18,"$1,500.00",Approved,103594,American Fitness Professionals and Associates,Pennsylvania,40.3355 N,79.7097 W,Office of Financial Aid,P.O Box 214,"Ship Bottom, NJ 8008",8008,USA,No Region,Education
20173025,11/17/17,"$5,000.00",Approved,100528,American Intercontinental Univeristy,Illinois,42.0332 N,88.0324 W,Office of Financial Aid,"231 N. Martingale Road, 6th Floor","Schaumburg, IL 60173",60173,USA,Austin,Education
20182123,7/17/18,"$2,500.00",Approved,103624,American intercontinental University,Illinois,42.0332 N,88.0324 W,Office of Financial Aid,231 N Martingale Rd,"Schaumburg, IL 60173",60173,USA,No Region,Education
20112066,7/26/11,$750.00,Approved,1743,American University,District of Columbia,38.9375 N,77.0888 W,4400 Massachusetts Ave. NW,,"Washington, DC 20016-8082",20016-8082,USA,United States,Education
20132190,5/14/13,$500.00,Approved,1743,American University,District of Columbia,38.9375 N,77.0888 W,Financial Aid Office,4400 Massachusetts Ave. NW,"Washington, DC 20016-8082",20016-8082,USA,Austin,Education
20190993,3/8/19,"$2,000.00",Approved,107616,American University of Integrative Sciences School of Medicine,South Carolina,33.9792 N,80.9616 W,4426 Hugh Howell Road,Suite B176,"Tucker, GA 30084",30084,USA,Austin,Education
20122432,7/16/12,"$1,250.00",Approved,76653,Anderson University,South Carolina,34.5146 N,82.6394 W,Financial Aid Office,1100 East Fifth Street,"Anderson, IN 46012",46012,USA,Austin,Education
20122572,7/16/12,"$1,250.00",Approved,76653,Anderson University,South Carolina,34.5146 N,82.6394 W,Financial Aid Office,1100 East Fifth Street,"Anderson, IN 46012",46012,USA,Austin,Education
20102074,7/31/10,$500.00,Approved,59527,Angelina College,Texas,31.2873 N,94.7312 W,Financial Aid Office,3500 South First Street,"Lufkin, TX 75904",75904,USA,No Region,Education
20102075,7/31/10,$150.00,Approved,59527,Angelina College,Texas,31.2873 N,94.7312 W,Financial Aid Office,3500 South First Street,"Lufkin, TX 75904",75904,USA,No Region,Education
20122536,7/16/12,$30.00,Approved,59527,Angelina College,Texas,31.2873 N,94.7312 W,Financial Aid Office,3500 South First Street,"Lufkin, TX 75904",75904,USA,Austin,Education
20180373,8/8/18,$500.00,Approved,59527,Angelina College,Texas,31.2873 N,94.7312 W,Financial Aid Office,3500 South First Street,"Lufkin, TX 75904",75904,USA,No Region,Education
20081351,7/22/08,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2501 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20081356,7/22/08,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2501 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20081401,7/24/08,"$1,250.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2501 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20081402,7/24/08,"$1,250.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20081426,7/31/08,$225.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20081427,7/31/08,$350.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20081464,8/5/08,$300.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2501 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20081465,8/5/08,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2501 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20081466,8/5/08,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2501 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20081859,10/14/08,$750.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2501 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20091417,7/10/09,"$1,500.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2501 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20092407,11/10/09,$350.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20092602,12/3/09,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20102034,7/26/10,$350.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20103441,12/18/10,"$1,250.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20110047,1/11/11,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20110048,1/11/11,$150.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20111807,6/22/11,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20111808,6/22/11,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20111813,6/22/11,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20112007,7/12/11,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20112008,7/12/11,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20112080,7/26/11,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20112081,7/26/11,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20112082,7/26/11,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20112256,8/8/11,$300.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20112257,8/8/11,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20112501,8/30/11,$750.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20113612,12/14/11,"$2,500.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20113633,12/15/11,"$2,500.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20121616,4/30/12,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20122114,6/7/12,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20122396,7/16/12,"$5,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20122397,7/16/12,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20122398,7/16/12,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20122399,7/16/12,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20122400,7/16/12,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20122409,7/16/12,"$5,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20122418,7/16/12,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20122490,7/16/12,$250.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20122543,7/16/12,"$5,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20132115,5/9/13,$650.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20132602,6/27/13,$975.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20132603,6/27/13,$400.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20132604,6/27/13,"$3,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20132605,6/27/13,$975.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20132632,6/27/13,"$3,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20132657,6/27/13,"$3,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20132692,6/27/13,"$3,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20132698,6/27/13,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20132699,6/27/13,"$3,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20132707,6/27/13,"$3,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20132751,6/27/13,$100.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20141178,5/8/14,"$2,500.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20141181,5/8/14,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,Austin,Education
20141574,6/25/14,"$2,300.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20141578,6/25/14,"$2,300.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20141579,6/25/14,"$1,250.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Financial Aid Office,2601 West Avenue N.,"San Angelo, TX 76909",76909,USA,United States,Education
20142872,11/14/14,$470.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,United States,Education
20151233,6/1/15,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,Austin,Education
20151234,6/1/15,"$1,500.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,Austin,Education
20151235,6/1/15,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,Austin,Education
20151245,6/1/15,$750.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,United States,Education
20151246,6/1/15,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,United States,Education
20151293,6/1/15,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,Austin,Education
20151304,6/1/15,$750.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,Austin,Education
20161394,6/27/16,"$2,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,Austin,Education
20161407,6/27/16,"$2,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,Austin,Education
20161432,6/27/16,"$2,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,Austin,Education
20161444,6/27/16,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,Austin,Education
20161457,6/27/16,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,Austin,Education
20161523,7/11/16,$250.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,United States,Education
20161704,8/1/16,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,United States,Education
20171642,7/10/17,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,United States,Education
20171792,7/24/17,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,United States,Education
20171973,8/11/17,"$1,250.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,United States,Education
20171974,8/11/17,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,United States,Education
20171978,8/11/17,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,United States,Education
20172116,8/10/17,$500.00,Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,United States,Education
20172154,8/10/17,"$2,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station 11048,"San Angelo, TX 76909",76909,USA,United States,Education
20180514,2/1/18,"$2,500.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station #11015,"San Angelo, TX 76909",76909,USA,United States,Education
20181350,4/26/18,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station #11048,"San Angelo, TX 76909",76909,USA,United States,Education
20182175,7/19/18,"$2,500.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station #11048,"San Angelo, TX 76909",76909,USA,United States,Education
20182176,7/19/18,"$1,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station #11048,"San Angelo, TX 76909",76909,USA,United States,Education
20182177,7/19/18,"$2,500.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station #11048,"San Angelo, TX 76909",76909,USA,United States,Education
20182249,7/24/18,"$2,000.00",Approved,12725,Angelo State University,Texas,31.4383 N,100.4603 W,Office of Scholarship Programs,ASU Station #110015,"San Angelo, TX 76909",76909,USA,United States,Education
20171631,7/10/17,$800.00,Approved,4288,Arizona State University,Arizona,33.4242 N,111.9281 W,Financial Aid Office,P.O. Box 870412,"Tempe, AZ 85287-0412",85287-0412,USA,United States,Education
20171636,7/10/17,"$3,000.00",Approved,4288,Arizona State University,Arizona,33.4242 N,111.9281 W,Financial Aid Office,P.O. Box 870412,"Tempe, AZ 85287-0412",85287-0412,USA,United States,Education
20182178,7/19/18,$500.00,Approved,4288,Arizona State University,Arizona,33.4242 N,111.9281 W,Financial Aid Office,P.O. Box 870412,"Tempe, AZ 85287-0412",85287-0412,USA,United States,Education
20182179,7/19/18,"$1,200.00",Approved,4288,Arizona State University,Arizona,33.4242 N,111.9281 W,Financial Aid Office,P.O. Box 870412,"Tempe, AZ 85287-0412",85287-0412,USA,United States,Education
20182180,7/19/18,"$1,000.00",Approved,4288,Arizona State University,Arizona,33.4242 N,111.9281 W,Financial Aid Office,P.O. Box 870412,"Tempe, AZ 85287-0412",85287-0412,USA,United States,Education
20091425,7/10/09,$500.00,Approved,50476,Art Institute of Austin,Texas,30.4790 N,97.6752 W,Financial Aid Office,"101 W. Louis Henna Blvd., Ste.","Austin, TX 78728",78728,USA,No Region,Education
